customerID,Churn_Probability,Risk_Category,Charge_Score,Priority_Score,Priority_Group,tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Partner,Dependents
3084-DOWLE,0.014101056610156237,Low Risk,0.7747368421052632,0.2422917922586883,Priority 3,72,92.0,6474.4,Two year,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1084-MNSMJ,0.023595163299684176,Low Risk,0.72,0.2325166143097789,Priority 3,51,85.5,4421.95,Two year,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7721-JXEAW,0.3836200358603512,Medium Risk,0.34568421052631576,0.3722392882601406,Priority 3,59,41.05,2452.7,Month-to-month,Bank transfer (automatic),DSL,No,Yes,No,No,No,Yes,Yes,No
7249-WBIYX,0.7813582255704855,High Risk,0.7208421052631578,0.7632033894782871,Priority 1,10,85.6,813.85,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,Yes,No
4238-HFHSN,0.35684107842692586,Medium Risk,0.6917894736842106,0.45732559700411124,Priority 3,61,82.15,4904.85,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,No,No,Yes,No
6250-CGGUN,0.06987644391628088,Low Risk,0.7107368421052632,0.2621345633729756,Priority 3,54,84.4,4484.05,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,No,No,No
5478-JJVZK,0.12877651131800516,Low Risk,0.5128421052631579,0.24399618950155094,Priority 3,33,60.9,2033.85,Month-to-month,Mailed check,DSL,Yes,Yes,No,No,No,No,No,No
7596-IIWYC,0.019624230208808026,Low Risk,0.1705263157894737,0.06489485588300772,Priority 3,27,20.25,538.2,Two year,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
6567-HOOPW,0.8996767126039028,Very High Risk,0.6669473684210526,0.8298579093490477,Priority 1,1,79.2,79.2,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,No,No
9793-WECQC,0.3027452344081383,Medium Risk,0.8025263157894736,0.45267955882253885,Priority 3,23,95.3,2192.9,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,Yes,No,No
4291-HPAXL,0.295742142602209,Low Risk,0.16715789473684212,0.25716686824259893,Priority 3,1,19.85,19.85,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
8999-YPYBV,0.02520842485160948,Low Risk,0.7103157894736841,0.23074063423823185,Priority 3,45,84.35,3858.05,Two year,Mailed check,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1839-FBNFR,0.018724173999544874,Low Risk,0.16715789473684212,0.06325429022073405,Priority 3,39,19.85,854.8,Two year,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
3164-AALRN,0.22503128090865016,Low Risk,0.5894736842105263,0.334364001899213,Priority 3,5,70.0,347.4,One year,Mailed check,DSL,No,No,Yes,No,Yes,Yes,No,No
3071-MVJCD,0.01518321029342686,Low Risk,0.6930526315789474,0.21854403667908298,Priority 3,72,82.3,5815.15,Two year,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1697-BCSHV,0.14842996554212695,Low Risk,0.5625263157894737,0.27265887061633093,Priority 3,58,66.8,3970.4,Month-to-month,Bank transfer (automatic),DSL,No,Yes,No,No,Yes,No,Yes,Yes
0562-KBDVM,0.02038554414631387,Low Risk,0.37557894736842107,0.12694356511294602,Priority 3,70,44.6,3058.15,Two year,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,No,No,No,No
1131-SUEKT,0.1282651521364594,Low Risk,0.8290526315789474,0.33850139596920575,Priority 3,61,98.45,6145.2,One year,Bank transfer (automatic),Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes
3717-OEAUQ,0.5099282271167441,Medium Risk,0.5953684210526317,0.5355602852975103,Priority 2,2,70.7,129.2,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,No,No,No
4538-WNTMJ,0.035026686595878175,Low Risk,0.21010526315789474,0.08755025956448315,Priority 3,46,24.95,1165.9,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
3334-CTHOL,0.5745776060506359,Medium Risk,0.42063157894736847,0.5283937979196557,Priority 2,1,49.95,49.95,Month-to-month,Bank transfer (automatic),DSL,No,No,No,No,No,No,No,No
4704-ERYFC,0.4675465745487391,Medium Risk,0.5831578947368421,0.50222997060517,Priority 2,22,69.25,1554.0,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,Yes,No
9432-RUVSL,0.08445485987643736,Low Risk,0.8631578947368421,0.3180657703345588,Priority 3,48,102.5,4904.25,Two year,Credit card (automatic),Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,No
8060-HIWJJ,0.036831901261177295,Low Risk,0.7288421052631578,0.24443496246177146,Priority 3,64,86.55,5632.55,Two year,Credit card (automatic),DSL,No,Yes,Yes,Yes,Yes,Yes,No,No
7684-XSZIY,0.011640626803053044,Low Risk,0.20463157894736841,0.06953791244634765,Priority 3,72,24.3,1643.25,Two year,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
9089-UOWJG,0.2631841533654786,Low Risk,0.49136842105263157,0.3316394336716245,Priority 3,12,58.35,740.55,Month-to-month,Credit card (automatic),DSL,No,No,Yes,No,Yes,No,Yes,Yes
8621-MNIHH,0.507745679634458,Medium Risk,0.7936842105263158,0.5935272389020153,Priority 2,34,94.25,3217.55,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,No
8039-ACLPL,0.016525412411661767,Low Risk,0.5789473684210527,0.18525199921447905,Priority 3,72,68.75,4888.2,Two year,Credit card (automatic),DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes
9885-AIBVB,0.5065320689520573,Medium Risk,0.7225263157894737,0.5713303430032821,Priority 2,29,85.8,2440.25,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,Yes,No
1934-MKPXS,0.033637322051239316,Low Risk,0.16926315789473687,0.07432507280428857,Priority 3,33,20.1,620.55,One year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
2592-YKDIF,0.22643872001026813,Low Risk,0.1713684210526316,0.20991763032297717,Priority 3,1,20.35,20.35,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
2272-JKMSI,0.13678687878409523,Low Risk,0.9330526315789474,0.37566660462255086,Priority 3,62,110.8,6840.95,One year,Electronic check,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0471-LVHGK,0.22316691587875007,Low Risk,0.6147368421052631,0.34063789374670395,Priority 3,41,73.0,3001.2,One year,Electronic check,DSL,No,No,Yes,No,Yes,Yes,Yes,No
9518-RWHZL,0.23603559600605653,Low Risk,0.8425263157894737,0.41798281194108167,Priority 3,64,100.05,6254.2,One year,Credit card (automatic),Fiber optic,No,No,Yes,No,Yes,Yes,No,No
8714-CTZJW,0.718890267756854,High Risk,0.6976842105263158,0.7125284505876925,Priority 1,4,82.85,319.6,Month-to-month,Credit card (automatic),Fiber optic,No,No,Yes,No,No,Yes,No,No
3569-EDBPQ,0.34323394584289785,Medium Risk,0.7103157894736841,0.4533584989321337,Priority 3,24,84.35,1938.05,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,No,No,No,No
3131-NWVFJ,0.04087421932026216,Low Risk,0.16463157894736843,0.07800142720839404,Priority 3,14,19.55,294.5,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
7521-YXVZY,0.12404719823083726,Low Risk,0.16799999999999998,0.13723303876158607,Priority 3,3,19.95,58.3,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
5419-CONWX,0.8395013012864933,Very High Risk,0.840421052631579,0.839777226690019,Priority 1,4,99.8,442.85,Month-to-month,Credit card (automatic),Fiber optic,No,Yes,Yes,No,Yes,Yes,No,No
6240-EURKS,0.4800746012895313,Medium Risk,0.29473684210526313,0.42447327353425085,Priority 3,18,35.0,553.0,Month-to-month,Electronic check,DSL,No,No,No,No,No,Yes,No,Yes
2373-NTKOD,0.3788532310374979,Medium Risk,0.5578947368421052,0.4325656827788801,Priority 3,8,66.25,546.45,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,Yes,No,No
1970-KKFWL,0.020122760777987747,Low Risk,0.19621052631578947,0.07294909043932826,Priority 3,35,23.3,797.1,Two year,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
6960-HVYXR,0.8640221784268014,Very High Risk,0.64,0.796815524898761,Priority 1,1,76.0,76.0,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,No,No
9337-SRRNI,0.017983298532878576,Low Risk,0.21305263157894738,0.07650409844669923,Priority 3,66,25.3,1673.8,Two year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
0895-UADGO,0.04421285821347745,Low Risk,0.3751578947368421,0.14349636917048683,Priority 3,8,44.55,343.45,Two year,Mailed check,DSL,Yes,No,No,Yes,No,Yes,No,Yes
5678-VFNEQ,0.10759801391437737,Low Risk,0.8766315789473684,0.33830808342427465,Priority 3,71,104.1,7412.25,One year,Credit card (automatic),Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,No
5977-CKHON,0.3472431060706764,Medium Risk,0.7793684210526316,0.4768807005652629,Priority 3,43,92.55,4039.0,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,Yes,No,No,Yes,Yes,Yes
7024-OHCCK,0.8765342670848009,Very High Risk,0.7903157894736842,0.8506687238014659,Priority 1,2,93.85,170.85,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,No,No
2692-BUCFV,0.4581370542095694,Medium Risk,0.8543157894736843,0.5769906747888038,Priority 2,29,101.45,2948.6,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,Yes,Yes,No,No
7861-UVUFT,0.520809092035724,Medium Risk,0.7098947368421052,0.5775347854776384,Priority 2,15,84.3,1308.4,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Yes,No
1830-GGFNM,0.03151278134391762,Low Risk,0.7962105263157895,0.2609221048354792,Priority 3,65,94.55,6078.75,Two year,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes
5302-BDJNT,0.33056341075595913,Medium Risk,0.8042105263157895,0.47265754542390825,Priority 3,35,95.5,3418.2,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,No,No,No
5223-UZAVK,0.1507760517947471,Low Risk,0.8446315789473684,0.35893270994053345,Priority 3,64,100.3,6603.8,One year,Credit card (automatic),Fiber optic,Yes,Yes,No,No,Yes,Yes,No,No
4859-ZSRDZ,0.037616283162033096,Low Risk,0.4673684210526316,0.16654192452921265,Priority 3,58,55.5,3166.9,Two year,Credit card (automatic),DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5651-WYIPH,0.22611397207749173,Low Risk,0.41978947368421055,0.28421662255950736,Priority 3,18,49.85,865.75,Month-to-month,Credit card (automatic),DSL,No,Yes,No,No,No,No,No,No
9350-VLHMB,0.2537206762533088,Low Risk,0.7541052631578947,0.40383605232468456,Priority 3,67,89.55,6373.1,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,No,No,No,Yes,Yes,Yes
3498-LZGQZ,0.011106911453566157,Low Risk,0.16126315789473683,0.05615378538591736,Priority 3,63,19.15,1177.05,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
8785-CJSHH,0.45306403390624894,Medium Risk,0.840421052631579,0.5692711395238479,Priority 2,60,99.8,5985.75,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No
5357-TZHPP,0.76287820500026,High Risk,0.7107368421052632,0.7472357961317609,Priority 1,9,84.4,732.5,Month-to-month,Credit card (automatic),Fiber optic,No,No,No,No,No,Yes,No,No
3870-SPZSI,0.03601932742268599,Low Risk,0.952,0.3108135291958802,Priority 3,70,113.05,7869.05,Two year,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0680-DFNNY,0.7691115910990933,High Risk,0.8513684210526316,0.7937886400851548,Priority 1,15,101.1,1504.05,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,No
7560-QRBXH,0.03386179378133639,Low Risk,0.16799999999999998,0.07410325564693547,Priority 3,48,19.95,936.7,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
7077-XJMET,0.27570115949945717,Low Risk,0.624421052631579,0.38031712743909374,Priority 3,12,74.15,741.4,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No
8752-GHJFU,0.0322874053918327,Low Risk,0.7747368421052632,0.25502223640586186,Priority 3,71,92.0,6585.2,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No
6896-SRVYQ,0.34408146104360193,Medium Risk,0.6218947368421052,0.4274254437831529,Priority 3,44,73.85,3122.4,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,No,No,No
7767-UXAGJ,0.7558867304926786,High Risk,0.4248421052631579,0.6565733429238224,Priority 2,1,50.45,50.45,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,No,No
4652-ODEVH,0.018351730549814975,Low Risk,0.20589473684210527,0.07461463243750206,Priority 3,45,24.45,1088.25,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
6510-UPNKS,0.04040244878445588,Low Risk,0.2088421052631579,0.0909343457280665,Priority 3,23,24.8,615.35,One year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
6718-BDGHG,0.08511519571960403,Low Risk,0.5461052631578946,0.2234122159510912,Priority 3,43,64.85,2908.2,One year,Bank transfer (automatic),DSL,No,No,No,Yes,Yes,No,Yes,No
9046-DQMTP,0.06538614581700981,Low Risk,0.17473684210526316,0.0981913547034858,Priority 3,35,20.75,739.9,Month-to-month,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
6439-LAJXL,0.12940426955212006,Low Risk,0.5806315789473685,0.2647724623706946,Priority 3,9,68.95,593.85,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
1571-SAVHK,0.7859493022720195,High Risk,0.8416842105263158,0.8026697747483085,Priority 1,12,99.95,1132.75,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,Yes,Yes,No,No
9052-VKDUW,0.24990046972248905,Low Risk,0.9212631578947369,0.4513092761741634,Priority 3,65,109.4,7227.45,Month-to-month,Credit card (automatic),Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No
9546-CQJSU,0.8385810972593718,Very High Risk,0.7696842105263159,0.817912031239455,Priority 1,2,91.4,193.6,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,No,No
1666-JZPZT,0.12590544534708945,Low Risk,0.4126315789473684,0.21192328542717312,Priority 3,27,49.0,1291.35,Month-to-month,Mailed check,DSL,No,No,No,No,No,No,No,No
5777-KJIRB,0.07853796160888181,Low Risk,0.4231578947368421,0.1819239415472699,Priority 3,40,50.25,2023.55,One year,Mailed check,DSL,No,No,Yes,No,No,No,No,No
0506-LVNGN,0.5550576430655566,Medium Risk,0.6362105263157894,0.5794035080406265,Priority 2,5,75.55,349.65,Month-to-month,Credit card (automatic),Fiber optic,No,No,Yes,No,No,No,No,No
7677-SJJJK,0.047574885279860535,Low Risk,0.16757894736842105,0.08357610390642868,Priority 3,8,19.9,153.95,One year,Credit card (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
2480-EJWYP,0.21857879356422025,Low Risk,0.8235789473684211,0.40007883970548047,Priority 3,58,97.8,5458.8,One year,Bank transfer (automatic),Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No
3253-HKOKL,0.17307790460528846,Low Risk,0.8446315789473684,0.3745440069079124,Priority 3,52,100.3,5244.45,One year,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes
7055-HNEOJ,0.31925017139264683,Medium Risk,0.46989473684210525,0.36444354102748433,Priority 3,3,55.8,154.55,Month-to-month,Mailed check,DSL,No,No,Yes,Yes,No,No,Yes,No
5514-YQENT,0.23128467683834303,Low Risk,0.936,0.4426992737868401,Priority 3,41,111.15,4507.15,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
3211-AAPKX,0.6008592989536954,High Risk,0.8298947368421052,0.6695699303202183,Priority 2,20,98.55,2031.95,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,Yes,Yes,No,No
8445-DNBAE,0.6520409638185211,High Risk,0.4214736842105263,0.5828707799361226,Priority 2,1,50.05,50.05,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,No,Yes
2951-QOQTK,0.5878666273513939,Medium Risk,0.6804210526315789,0.6156329549354495,Priority 2,4,80.8,332.45,Month-to-month,Credit card (automatic),Fiber optic,No,No,No,Yes,No,No,No,Yes
2958-NHPPS,0.0930824928629074,Low Risk,0.17557894736842106,0.1178314292145615,Priority 3,23,20.85,473.9,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
6806-YDEUL,0.10924974125206953,Low Risk,0.16421052631578947,0.1257379767711855,Priority 3,6,19.5,106.8,Month-to-month,Bank transfer (automatic),No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
1735-XMJVH,0.09508223634146051,Low Risk,0.16294736842105265,0.11544177596533815,Priority 3,8,19.35,152.6,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
6890-PFRQX,0.13241370839440156,Low Risk,0.5852631578947368,0.2682685432445021,Priority 3,18,69.5,1199.4,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,Yes,No,No,No
0222-CNVPT,0.1979524070705433,Low Risk,0.4109473684210526,0.26185089547569607,Priority 3,52,48.8,2555.05,Month-to-month,Credit card (automatic),DSL,Yes,No,No,No,Yes,Yes,No,No
5899-OUVKV,0.44309075473654475,Medium Risk,0.7957894736842105,0.5489003704208444,Priority 2,31,94.5,2979.2,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,No,No
8681-ICONS,0.06625123003492706,Low Risk,0.17389473684210524,0.0985442820770805,Priority 3,29,20.65,654.85,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
1621-YNCJH,0.15091578665194016,Low Risk,0.8930526315789473,0.37355684013004226,Priority 3,36,106.05,3834.4,Two year,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No
3473-XIIIT,0.759555337273676,High Risk,0.8421052631578947,0.7843203150389415,Priority 1,16,100.0,1534.75,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No
6362-QHAFM,0.4964794346375381,Medium Risk,0.9119999999999999,0.6211356042462766,Priority 2,42,108.3,4586.15,One year,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,No
7893-IXHRQ,0.4232333130440132,Medium Risk,0.17305263157894737,0.3481791086044934,Priority 3,1,20.55,20.55,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
3070-BDOQC,0.09108255573601713,Low Risk,0.8391578947368421,0.3155051574362646,Priority 3,60,99.65,5941.05,Two year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,No
2952-QAYZF,0.8173764435496298,Very High Risk,0.7183157894736842,0.7876582473268461,Priority 1,5,85.3,424.15,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,No,No,No,No
6234-PFPXL,0.3165397650324748,Medium Risk,0.8075789473684211,0.46385151973325867,Priority 3,22,95.9,2234.95,Month-to-month,Credit card (automatic),Fiber optic,Yes,No,No,Yes,Yes,No,Yes,No
9824-QCJPK,0.03410184558815299,Low Risk,0.16842105263157894,0.07439760770118077,Priority 3,36,20.0,666.75,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
4763-PGDPO,0.5375062153043305,Medium Risk,0.592842105263158,0.5541069822919786,Priority 2,4,70.4,281.0,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,No,No
4283-IVYCI,0.1218593846644532,Low Risk,0.5469473684210526,0.249385779791433,Priority 3,9,64.95,547.8,Month-to-month,Mailed check,DSL,Yes,No,No,Yes,No,Yes,No,No
1866-OBPNR,0.612125860110225,High Risk,0.6282105263157894,0.6169512599718943,Priority 2,1,74.6,74.6,Month-to-month,Credit card (automatic),Fiber optic,No,Yes,No,No,No,No,Yes,Yes
8205-MQUGY,0.2845677710147844,Low Risk,0.41431578947368425,0.3234921765524543,Priority 3,12,49.2,571.15,Month-to-month,Electronic check,DSL,Yes,No,No,No,No,No,Yes,Yes
8970-ANWXO,0.11042889434059368,Low Risk,0.6210526315789474,0.2636160155120998,Priority 3,23,73.75,1756.6,One year,Mailed check,DSL,No,No,No,Yes,Yes,Yes,No,No
9480-BQJEI,0.07835010733074749,Low Risk,0.7772631578947368,0.28802402249994424,Priority 3,62,92.3,5731.45,One year,Bank transfer (automatic),Fiber optic,Yes,Yes,No,No,No,Yes,No,No
5394-SVGJV,0.31927195175151457,Medium Risk,0.832,0.47309036622606015,Priority 3,37,98.8,3475.55,Month-to-month,Bank transfer (automatic),Fiber optic,No,No,No,Yes,Yes,Yes,No,No
6979-TNDEU,0.061568883212111195,Low Risk,0.1616842105263158,0.09160348140637257,Priority 3,8,19.2,156.85,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
9777-WJJPR,0.30129053600581474,Medium Risk,0.7465263157894737,0.4348612699409124,Priority 3,31,88.65,2683.2,Month-to-month,Credit card (automatic),Fiber optic,No,No,Yes,No,Yes,No,Yes,No
9283-LZQOH,0.5190934519128823,Medium Risk,0.6265263157894737,0.5513233110758596,Priority 2,13,74.4,896.75,Month-to-month,Credit card (automatic),Fiber optic,No,No,No,No,No,No,Yes,Yes
7079-QRCBC,0.7358025408374869,High Risk,0.8315789473684211,0.7645354627967671,Priority 1,24,98.75,2407.3,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
9495-SKLKD,0.3126908465898913,Medium Risk,0.808,0.46128359261292395,Priority 3,45,95.95,4456.65,Month-to-month,Bank transfer (automatic),Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Yes
6048-UWKAL,0.06143178599227558,Low Risk,0.8875789473684211,0.30927593440511925,Priority 3,69,105.4,6998.95,Two year,Credit card (automatic),Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,No
5067-DGXLL,0.10435695425270884,Low Risk,0.1705263157894737,0.12420776271373829,Priority 3,2,20.25,36.8,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
5469-CTCWN,0.16663465300055202,Low Risk,0.8926315789473684,0.3844337307845969,Priority 3,61,106.0,6547.7,One year,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes
9851-QXEEQ,0.6689532955435797,High Risk,0.8816842105263158,0.7327725700384005,Priority 1,41,104.7,4346.4,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,No
6281-FKEWS,0.2578075315819698,Low Risk,0.41305263157894734,0.30438106158106304,Priority 3,44,49.05,2265.0,One year,Electronic check,DSL,No,No,Yes,No,Yes,Yes,No,No
8898-KASCD,0.05393732617431185,Low Risk,0.29936842105263156,0.12756665463780775,Priority 3,39,35.55,1309.15,One year,Mailed check,DSL,No,No,Yes,Yes,No,No,No,No
9242-TKFSV,0.016328712371782263,Low Risk,0.5482105263157894,0.1758932565549844,Priority 3,72,65.1,4754.3,Two year,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9290-SHCMB,0.5883694235280525,Medium Risk,0.815578947368421,0.656532280680163,Priority 2,13,96.85,1235.55,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
0743-HNPFG,0.04541469672383515,Low Risk,0.5873684210526315,0.20800081402247406,Priority 3,51,69.75,3562.5,One year,Credit card (automatic),DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2277-BKJKN,0.06884911622465693,Low Risk,0.8353684210526316,0.29880490767304935,Priority 3,71,99.2,7213.75,Two year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,No
9809-IMGCQ,0.7265938557754489,High Risk,0.8143157894736842,0.7529104358849195,Priority 1,22,96.7,2082.95,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,No,No
5208-HFSBT,0.3211359413139226,Medium Risk,0.46357894736842103,0.3638688431302721,Priority 3,2,55.05,102.75,Month-to-month,Credit card (automatic),DSL,No,Yes,No,Yes,No,No,No,No
5035-PGZXH,0.3155896892588896,Medium Risk,0.8993684210526316,0.49072330879701215,Priority 3,56,106.8,5914.4,One year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,No
8695-WDYEA,0.3589212808294012,Medium Risk,0.43157894736842106,0.3807185807911072,Priority 3,1,51.25,51.25,Month-to-month,Mailed check,DSL,Yes,No,No,No,No,No,No,No
6543-JXSOO,0.039485939105448724,Low Risk,0.4863157894736842,0.17353489421591933,Priority 3,23,57.75,1282.85,One year,Mailed check,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
8016-ZMGMO,0.09570806105975076,Low Risk,0.5966315789473684,0.24598511642603604,Priority 3,66,70.85,4738.85,One year,Bank transfer (automatic),DSL,No,Yes,Yes,No,Yes,No,Yes,No
8605-ITULD,0.3068249073282925,Medium Risk,0.16463157894736843,0.2641669088140153,Priority 3,1,19.55,19.55,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
3254-YRILK,0.6372201405998342,High Risk,0.7427368421052631,0.6688751510514629,Priority 2,19,88.2,1775.8,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,No,No
6416-YJTTB,0.4298820263134765,Medium Risk,0.6694736842105263,0.5017595236825915,Priority 2,11,79.5,795.65,Month-to-month,Bank transfer (automatic),Fiber optic,Yes,No,Yes,No,No,No,No,No
2667-WYLWJ,0.05011770186236289,Low Risk,0.16631578947368422,0.08497712814575928,Priority 3,8,19.75,145.0,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
4472-VESGY,0.2505035949437386,Low Risk,0.8265263157894738,0.42331041119745916,Priority 3,52,98.15,4993.4,Month-to-month,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3195-TQDZX,0.18157272789030826,Low Risk,0.1705263157894737,0.17825880426005788,Priority 3,3,20.25,61.45,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
3128-YOVTD,0.16449643340713313,Low Risk,0.6665263157894737,0.3151053981218353,Priority 3,51,79.15,4018.55,Month-to-month,Bank transfer (automatic),Fiber optic,Yes,Yes,No,No,No,No,Yes,Yes
