customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Risk_Category,Charge_Score,Priority_Score,Priority_Group,Churn
0817-HSUSE,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.5,75.5,0.2867446261297524,Low Risk,0.6357894736842106,0.3914580803960898,Priority 3,No
5442-PPTJY,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,258.35,0.0229226309285954,Low Risk,0.1658947368421052,0.0658142627026483,Priority 3,No
1927-QEWMY,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1502.25,0.010268153713935,Low Risk,0.1726315789473684,0.058977181283965,Priority 3,No
1663-MHLHE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,0.1506291789548441,Low Risk,0.1616842105263158,0.1539456884262856,Priority 3,No
5663-QBGIS,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,0.0490219828583297,Low Risk,0.8282105263157894,0.2827785458955676,Priority 3,No
4450-MDZFX,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.35,4453.3,0.1540670753621063,Low Risk,0.6261052631578947,0.2956785317008428,Priority 3,No
6701-DHKWQ,Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),51.35,3244.4,0.0252313396373055,Low Risk,0.432421052631579,0.1473882535355875,Priority 3,No
7554-AKDQF,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,323.45,0.255737851821706,Low Risk,0.3844210526315789,0.2943428120646679,Priority 3,No
3536-IQCTX,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.3,2661.1,0.537406120189007,Medium Risk,0.7183157894736842,0.5916790209744102,Priority 2,Yes
4911-BANWH,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,0.3840944819881213,Medium Risk,0.7288421052631578,0.4875187689706323,Priority 3,Yes
8496-EJAUI,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.85,1424.5,0.3486789609188384,Medium Risk,0.6218947368421052,0.4306436936958184,Priority 3,Yes
0794-YVSGE,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1401.15,0.0113813199706891,Low Risk,0.1709473684210526,0.0592511345057981,Priority 3,No
5423-BHIXO,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.2,1739.6,0.2774758870034965,Low Risk,0.4564210526315789,0.3311594366919212,Priority 3,No
6908-VVYHM,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,5931.0,0.3444846669676144,Medium Risk,0.7633684210526316,0.4701497931931195,Priority 3,No
2959-EEXWB,Female,0,Yes,Yes,45,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.9,2333.85,0.18420266719709,Low Risk,0.4286315789473684,0.2575313407221735,Priority 3,No
1839-UMACK,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.05,949.85,0.0450445343898126,Low Risk,0.2109473684210526,0.0948153845991846,Priority 3,No
3030-YDNRM,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,572.45,0.7268371424857059,High Risk,0.6303157894736842,0.6978807365820993,Priority 2,No
7321-KKSDU,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,696.8,0.017340670977037,Low Risk,0.1726315789473684,0.0639279433681364,Priority 3,No
3402-XRIUO,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.55,1381.8,0.1346629058970307,Low Risk,0.535157894736842,0.2548114025489741,Priority 3,No
3132-TVFDZ,Male,1,Yes,No,57,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.85,2572.95,0.4693978777920205,Medium Risk,0.3776842105263158,0.441883777612309,Priority 3,Yes
8286-AFUYI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,0.4004241219476189,Medium Risk,0.4037894736842105,0.4014337274685964,Priority 3,No
8080-DDEMJ,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,0.63995913214669,High Risk,0.3797894736842105,0.5619082346079461,Priority 2,Yes
8356-WUAOJ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,45.0,0.6242242922991375,High Risk,0.3789473684210526,0.550641215135712,Priority 2,No
6365-MTGZX,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,2122.45,0.5319991805868393,Medium Risk,0.8084210526315789,0.6149257422002611,Priority 2,Yes
1349-WXNGG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,0.3894893773109923,Medium Risk,0.1688421052631579,0.323295195696642,Priority 3,Yes
8058-DMYRU,Male,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,4931.8,0.4397398321216416,Medium Risk,0.7583157894736842,0.5353126193272544,Priority 2,No
9350-ZXYJC,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,116.95,0.0385527532470055,Low Risk,0.2130526315789473,0.0909027167465881,Priority 3,No
6990-YNRIO,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.65,6937.95,0.1432752324723261,Low Risk,0.9149473684210528,0.3747768732569441,Priority 3,Yes
8958-JPTRR,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.3,1261.7,0.0377529063443903,Low Risk,0.2046315789473684,0.0878165081252837,Priority 3,No
6959-GQEGV,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.95,3273.8,0.1507363380319784,Low Risk,0.639578947368421,0.2973891208329112,Priority 3,No
3173-WSSUE,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1415.85,0.011951895562031,Low Risk,0.1658947368421052,0.0581347479460533,Priority 3,No
1265-HVPZB,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,0.0532169299281961,Low Risk,0.5591578947368422,0.2049992193707899,Priority 3,No
4115-UMJFQ,Male,0,No,No,69,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,0.1186841098073043,Low Risk,0.3010526315789473,0.1733946663387972,Priority 3,No
7369-TRPFD,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,0.0273333177906452,Low Risk,0.1583157894736842,0.0666280592955569,Priority 3,No
1098-KFQEC,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083.0,0.0155790449865131,Low Risk,0.1633684210526315,0.0599158578063486,Priority 3,No
7190-XHTWJ,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,0.0293096762917206,Low Risk,0.1625263157894736,0.0692746681410465,Priority 3,No
0621-TWIEM,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,0.3859988303677049,Medium Risk,0.383578947368421,0.3852728654679197,Priority 3,Yes
3537-RYBHH,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.45,3252.0,0.1576713679719279,Low Risk,0.5680000000000001,0.2807699575803496,Priority 3,No
2485-ITVKB,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,0.7328882694843022,High Risk,0.295578947368421,0.6016954728495378,Priority 2,Yes
3669-OYSJI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,0.4578832239075875,Medium Risk,0.3890526315789473,0.4372340462089955,Priority 3,Yes
1612-EOHDH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,0.5899585795936511,Medium Risk,0.3802105263157894,0.5270341636102925,Priority 2,Yes
6702-OHFWR,Male,1,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,0.8256607756404917,Very High Risk,0.3646315789473684,0.6873520166325546,Priority 2,Yes
5296-BFCYD,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,0.0166154297066121,Low Risk,0.1692631578947368,0.0624097481630495,Priority 3,No
4510-PYUSH,Female,1,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,0.1770937852612993,Low Risk,0.4812631578947368,0.2683445970513306,Priority 3,Yes
9359-JANWS,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,0.0194926622791965,Low Risk,0.496,0.1624448635954375,Priority 3,No
7517-SAWMO,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.2,1441.1,0.3902201911827017,Medium Risk,0.616421052631579,0.4580804496173649,Priority 3,Yes
4143-HHPMK,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,4338.6,0.4191309014945862,Medium Risk,0.7187368421052631,0.5090126836777893,Priority 2,Yes
3279-DYZQM,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,1378.45,0.0132784036741705,Low Risk,0.1637894736842105,0.0584317246771825,Priority 3,No
7054-LGEQW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,0.5134369555115488,Medium Risk,0.3869473684210526,0.4754900793843999,Priority 3,Yes
0523-VNGTF,Female,1,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,0.2665924204924786,Low Risk,0.4252631578947368,0.3141936417131561,Priority 3,No
9575-IWCAZ,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171.0,0.0551577250396381,Low Risk,0.2113684210526316,0.1020209338435361,Priority 3,No
7105-MXJLL,Female,1,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.7,1597.4,0.0991548020890863,Low Risk,0.5111578947368421,0.222755729883413,Priority 3,No
7064-FRRSW,Male,1,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.0,4744.35,0.3273812504815764,Medium Risk,0.8336842105263158,0.4792721384949981,Priority 3,No
7940-UQQUG,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,0.1261216959870202,Low Risk,0.8791578947368421,0.3520325556119668,Priority 3,No
0923-PNFUB,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,83.75,247.25,0.5919890201727481,Medium Risk,0.7052631578947368,0.6259712614893447,Priority 2,Yes
3961-SXAXY,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,0.4853114054076426,Medium Risk,0.3709473684210526,0.4510021943116655,Priority 3,No
7010-BRBUU,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.1,1734.65,0.011640626803053,Low Risk,0.2029473684210526,0.0690326492884529,Priority 3,No
3566-HJGPK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,0.5784251520675184,Medium Risk,0.383578947368421,0.5199712906577891,Priority 2,No
3062-ICYZQ,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.8,4539.35,0.3201404747211951,Medium Risk,0.7898947368421052,0.4610667533574681,Priority 3,No
9938-PRCVK,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,0.0182155251352048,Low Risk,0.1658947368421052,0.062519288647275,Priority 3,No
0973-KYVNF,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,0.017425726568301,Low Risk,0.5949473684210527,0.1906822191241265,Priority 3,No
5129-HHMZC,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,0.0244246539063688,Low Risk,0.728,0.2354972577344581,Priority 3,No
9637-CDTKZ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,0.0286983138105196,Low Risk,0.9608421052631578,0.308341451246311,Priority 3,No
3946-JEWRQ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563.0,0.2340090852690899,Low Risk,0.8016842105263158,0.4043116228462576,Priority 3,No
7873-CVMAW,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,0.0178599923564856,Low Risk,0.7456842105263157,0.2362072578074346,Priority 3,No
0463-WZZKO,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,0.1497667350222294,Low Risk,0.1747368421052631,0.1572577671471395,Priority 3,No
3494-JCHRQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,0.8092724251840413,Very High Risk,0.5898947368421052,0.7434591186814604,Priority 1,Yes
6474-FVJLC,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,0.8213774218534148,Very High Risk,0.7242105263157895,0.7922273531921271,Priority 1,Yes
4524-QCSSM,Male,0,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,0.1755513799476974,Low Risk,0.376,0.2356859659633882,Priority 3,No
5832-EXGTT,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,0.1298911008620044,Low Risk,0.5069473684210527,0.2430079811297189,Priority 3,No
8840-DQLGN,Female,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.5,3653.35,0.2768447943257243,Low Risk,0.8463157894736842,0.4476860928701123,Priority 3,Yes
2039-JONDJ,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,1477.65,0.0470935454123956,Low Risk,0.4669473684210526,0.1730496923149927,Priority 3,No
7217-JYHOQ,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,0.0879304021026592,Low Risk,0.592,0.2391512814718615,Priority 3,No
6695-FRVEC,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,0.0242049796036183,Low Risk,0.5086315789473684,0.1695329594067433,Priority 3,No
4547-LYTDD,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.65,1194.3,0.4279811761154832,Medium Risk,0.6117894736842105,0.4831236653861014,Priority 3,Yes
9894-QMIMJ,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,0.0620350620792904,Low Risk,0.4698947368421052,0.1843929645081348,Priority 3,No
8069-YQQAJ,Male,0,No,No,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,0.2953389566463423,Low Risk,0.2618947368421053,0.2853056907050712,Priority 3,No
6770-XUAGN,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21.0,0.3870595231853087,Medium Risk,0.1768421052631578,0.3239942978086634,Priority 3,Yes
4193-ORFCL,Female,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.1,45.1,0.6244370240028354,High Risk,0.3797894736842105,0.551042758907248,Priority 2,Yes
1636-NTNCO,Male,1,No,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,207.35,0.5491454427820811,Medium Risk,0.4290526315789474,0.513117599421141,Priority 2,No
3466-WAESX,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,0.2492327518019996,Low Risk,0.5818947368421052,0.3490313473140313,Priority 3,No
9281-PKKZE,Female,0,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,0.2670925124702606,Low Risk,0.3701052631578947,0.2979963376765508,Priority 3,No
3638-VBZTA,Male,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,0.0277320835382834,Low Risk,0.728421052631579,0.2379387742662721,Priority 3,No
7459-IMVYU,Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,0.1188777709498022,Low Risk,0.5890526315789474,0.2599302291385458,Priority 3,No
7776-QWNFX,Male,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1527.5,0.1844878282126499,Low Risk,0.4244210526315789,0.2564677955383286,Priority 3,Yes
6689-TCZHQ,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,0.6498384186529732,High Risk,0.6648421052631579,0.6543395246360285,Priority 2,Yes
8563-OYMQY,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,0.3618218508877616,Medium Risk,0.7658947368421053,0.4830437166740646,Priority 3,No
0754-EEBDC,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,0.0380375582119921,Low Risk,0.167578947368421,0.0768999749589208,Priority 3,No
5777-ZPQNC,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,0.0562251090083157,Low Risk,0.1696842105263157,0.0902628394637157,Priority 3,No
1951-IEYXM,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,0.0167394309689304,Low Risk,0.7629473684210526,0.2406018122045671,Priority 3,No
3318-NMQXL,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,0.7319666950878826,High Risk,0.7747368421052632,0.7447977391930968,Priority 1,No
3143-ILDAL,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,0.2677094198239957,Low Risk,0.7953684210526316,0.4260071201925864,Priority 3,Yes
1022-RKXDR,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.85,962.25,0.0394717592099762,Low Risk,0.2092631578947368,0.0904091788154044,Priority 3,No
2361-FJWNO,Male,0,No,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),36.0,1382.9,0.0583918587615001,Low Risk,0.3031578947368421,0.1318216695541027,Priority 3,No
2272-UOINI,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,0.1947040825349289,Low Risk,0.6610526315789473,0.3346086472481344,Priority 3,No
8232-UTFOZ,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1399.35,0.0187202009960241,Low Risk,0.1679999999999999,0.0635041406972169,Priority 3,No
3750-YHRYO,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,0.0471283871310976,Low Risk,0.1738947368421052,0.0851582920443999,Priority 3,No
6637-KYRCV,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.2,0.4754331276230666,Medium Risk,0.2568421052631578,0.409855820915094,Priority 3,No
5668-MEISB,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,0.0280901511120813,Low Risk,0.8934736842105263,0.2877052110416148,Priority 3,No
0129-QMPDR,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,0.0326186512277635,Low Risk,0.1726315789473684,0.074622529543645,Priority 3,No
7188-CBBBA,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,0.2115925675789803,Low Risk,0.8042105263157895,0.389377955200023,Priority 3,No
5356-CSVSQ,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,0.4454976746359045,Medium Risk,0.5439999999999999,0.4750483722451331,Priority 3,No
3221-CJMSG,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,0.1104735395897698,Low Risk,0.4303157894736842,0.2064262145549441,Priority 3,No
4720-VSTSI,Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,0.3282832964939373,Medium Risk,0.7141052631578947,0.4440298864931244,Priority 3,Yes
3219-JQRSL,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,0.0164468676547391,Low Risk,0.7503157894736842,0.2366075442004226,Priority 3,No
2801-NISEI,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,0.1190408200493794,Low Risk,0.4627368421052631,0.2221496266661445,Priority 3,No
3946-MHCZW,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.9,50.9,0.5179374572049659,Medium Risk,0.4286315789473684,0.4911456937276866,Priority 3,Yes
4623-ZKHLY,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,0.085593289934049,Low Risk,0.1722105263157894,0.1115784608485711,Priority 3,No
6732-VAILE,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,0.0445456159082278,Low Risk,0.7237894736842105,0.2483187732410226,Priority 3,No
8201-AAXCB,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,0.2659825843284195,Low Risk,0.5082105263157894,0.3386509669246305,Priority 3,No
7696-CFTAT,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,0.0178145106388779,Low Risk,0.1667368421052631,0.0624912100787935,Priority 3,No
1845-CSBRZ,Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.35,1961.6,0.3850965418519999,Medium Risk,0.7187368421052631,0.4851886319279788,Priority 3,No
2123-VSCOT,Female,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,0.0329004076487725,Low Risk,0.607157894736842,0.2051776537751933,Priority 3,No
6651-AZVTJ,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,0.5921504519054829,Medium Risk,0.840421052631579,0.6666316321233117,Priority 2,Yes
4566-GOLUK,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,0.4135389275681783,Medium Risk,0.904,0.5606772492977248,Priority 2,Yes
